Title,Element Name,Weight,Data Value
Automotive and Watercraft Service Attendants,Operation and Control,226,3.12
Cabinetmakers and Bench Carpenters,Operation and Control,226,3.12
Cardiovascular Technologists and Technicians,Operation and Control,226,3.12
"Control and Valve Installers and Repairers, Except Mechanical Door",Operation and Control,226,3.12
Diagnostic Medical Sonographers,Operation and Control,226,3.12
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,226,3.12
"Electric Motor, Power Tool, and Related Repairers",Operation and Control,226,3.12
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Operation and Control,226,3.12
Electronics Engineering Technologists,Operation and Control,226,3.12
"Environmental Science and Protection Technicians, Including Health",Operation and Control,226,3.12
Farm and Ranch Managers,Operation and Control,226,3.12
"Farmworkers and Laborers, Crop",Operation and Control,226,3.12
Fishers and Related Fishing Workers,Operation and Control,226,3.12
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Operation and Control,226,3.12
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,226,3.12
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Operation and Control,226,3.12
"Grinding and Polishing Workers, Hand",Operation and Control,226,3.12
Home Appliance Repairers,Operation and Control,226,3.12
Landscaping and Groundskeeping Workers,Operation and Control,226,3.12
Machinists,Operation and Control,226,3.12
"Maintenance and Repair Workers, General",Operation and Control,226,3.12
Manufacturing Engineering Technologists,Operation and Control,226,3.12
Mechanical Engineering Technicians,Operation and Control,226,3.12
"Painters, Transportation Equipment",Operation and Control,226,3.12
"Patternmakers, Metal and Plastic",Operation and Control,226,3.12
"Potters, Manufacturing",Operation and Control,226,3.12
"Pourers and Casters, Metal",Operation and Control,226,3.12
"Pressers, Textile, Garment, and Related Materials",Operation and Control,226,3.12
Printing Press Operators,Operation and Control,226,3.12
Radiation Therapists,Operation and Control,226,3.12
Radiologic Technologists,Operation and Control,226,3.12
"Railroad Brake, Signal, and Switch Operators",Operation and Control,226,3.12
Recreational Vehicle Service Technicians,Operation and Control,226,3.12
Refuse and Recyclable Material Collectors,Operation and Control,226,3.12
Respiratory Therapy Technicians,Operation and Control,226,3.12
Riggers,Operation and Control,226,3.12
"Sawing Machine Setters, Operators, and Tenders, Wood",Operation and Control,226,3.12
Segmental Pavers,Operation and Control,226,3.12
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Operation and Control,226,3.12
Sound Engineering Technicians,Operation and Control,226,3.12
Taxi Drivers and Chauffeurs,Operation and Control,226,3.12
Upholsterers,Operation and Control,226,3.12
"Welders, Cutters, and Welder Fitters",Operation and Control,226,3.12
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Operation and Control,226,3.12
Wind Turbine Service Technicians,Operation and Control,226,3.12
Aerospace Engineering and Operations Technicians,Operation and Control,226,3
Anesthesiologist Assistants,Operation and Control,226,3
Audio and Video Equipment Technicians,Operation and Control,226,3
Automotive Body and Related Repairers,Operation and Control,226,3
Aviation Inspectors,Operation and Control,226,3
Bridge and Lock Tenders,Operation and Control,226,3
"Coil Winders, Tapers, and Finishers",Operation and Control,226,3
"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Operation and Control,226,3
Electricians,Operation and Control,226,3
Endoscopy Technicians,Operation and Control,226,3
Fiberglass Laminators and Fabricators,Operation and Control,226,3
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Operation and Control,226,3
Floor Sanders and Finishers,Operation and Control,226,3
Forest Fire Fighting and Prevention Supervisors,Operation and Control,226,3
Foresters,Operation and Control,226,3
Furniture Finishers,Operation and Control,226,3
Glaziers,Operation and Control,226,3
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Operation and Control,226,3
"Helpers--Installation, Maintenance, and Repair Workers",Operation and Control,226,3
Hunters and Trappers,Operation and Control,226,3
"Insulation Workers, Floor, Ceiling, and Wall",Operation and Control,226,3
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation and Control,226,3
Locksmiths and Safe Repairers,Operation and Control,226,3
Medical Equipment Repairers,Operation and Control,226,3
Molding and Casting Workers,Operation and Control,226,3
Municipal Fire Fighting and Prevention Supervisors,Operation and Control,226,3
Network and Computer Systems Administrators,Operation and Control,226,3
Nuclear Medicine Technologists,Operation and Control,226,3
Packaging and Filling Machine Operators and Tenders,Operation and Control,226,3
Pest Control Workers,Operation and Control,226,3
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Operation and Control,226,3
Plumbers,Operation and Control,226,3
Radio Mechanics,Operation and Control,226,3
"Refractory Materials Repairers, Except Brickmasons",Operation and Control,226,3
Robotics Engineers,Operation and Control,226,3
Roofers,Operation and Control,226,3
Shoe Machine Operators and Tenders,Operation and Control,226,3
Surgical Technologists,Operation and Control,226,3
Surveying Technicians,Operation and Control,226,3
Telecommunications Line Installers and Repairers,Operation and Control,226,3
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Operation and Control,226,3
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Operation and Control,226,3
Weatherization Installers and Technicians,Operation and Control,226,3
"Airline Pilots, Copilots, and Flight Engineers",Operation Monitoring,316,4.75
Gas Plant Operators,Operation Monitoring,316,4.25
Nuclear Equipment Operation Technicians,Operation Monitoring,316,4.25
Aircraft Mechanics and Service Technicians,Operation Monitoring,316,4.12
Chemical Plant and System Operators,Operation Monitoring,316,4.12
Commercial Pilots,Operation Monitoring,316,4.12
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,4.12
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Operation Monitoring,316,4.12
Wellhead Pumpers,Operation Monitoring,316,4.12
"Computer-Controlled Machine Tool Operators, Metal and Plastic",Operation Monitoring,316,4
Cooling and Freezing Equipment Operators and Tenders,Operation Monitoring,316,4
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Operation Monitoring,316,4
"Derrick Operators, Oil and Gas",Operation Monitoring,316,4
"Earth Drillers, Except Oil and Gas",Operation Monitoring,316,4
Electro-Mechanical Technicians,Operation Monitoring,316,4
Industrial Machinery Mechanics,Operation Monitoring,316,4
Locomotive Engineers,Operation Monitoring,316,4
Locomotive Firers,Operation Monitoring,316,4
Manufacturing Production Technicians,Operation Monitoring,316,4
"Mates- Ship, Boat, and Barge",Operation Monitoring,316,4
Nuclear Power Reactor Operators,Operation Monitoring,316,4
Pile-Driver Operators,Operation Monitoring,316,4
"Pilots, Ship",Operation Monitoring,316,4
Power Plant Operators,Operation Monitoring,316,4
Refrigeration Mechanics and Installers,Operation Monitoring,316,4
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,4
"Service Unit Operators, Oil, Gas, and Mining",Operation Monitoring,316,4
Stationary Engineers and Boiler Operators,Operation Monitoring,316,4
Subway and Streetcar Operators,Operation Monitoring,316,4
Agricultural Equipment Operators,Operation Monitoring,316,3.88
Biomass Plant Technicians,Operation Monitoring,316,3.88
Chemical Equipment Operators and Tenders,Operation Monitoring,316,3.88
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.88
Continuous Mining Machine Operators,Operation Monitoring,316,3.88
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Operation Monitoring,316,3.88
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.88
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Operation Monitoring,316,3.88
Gas Compressor and Gas Pumping Station Operators,Operation Monitoring,316,3.88
Geothermal Technicians,Operation Monitoring,316,3.88
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.88
"Pump Operators, Except Wellhead Pumpers",Operation Monitoring,316,3.88
"Rail Yard Engineers, Dinkey Operators, and Hostlers",Operation Monitoring,316,3.88
Sailors and Marine Oilers,Operation Monitoring,316,3.88
Septic Tank Servicers and Sewer Pipe Cleaners,Operation Monitoring,316,3.88
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.88
"Tool Grinders, Filers, and Sharpeners",Operation Monitoring,316,3.88
Adhesive Bonding Machine Operators and Tenders,Operation Monitoring,316,3.75
Aviation Inspectors,Operation Monitoring,316,3.75
Avionics Technicians,Operation Monitoring,316,3.75
Boilermakers,Operation Monitoring,316,3.75
Cardiovascular Technologists and Technicians,Operation Monitoring,316,3.75
Commercial Divers,Operation Monitoring,316,3.75
Computer Operators,Operation Monitoring,316,3.75
Crane and Tower Operators,Operation Monitoring,316,3.75
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.75
Elevator Installers and Repairers,Operation Monitoring,316,3.75
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Operation Monitoring,316,3.75
Food Cooking Machine Operators and Tenders,Operation Monitoring,316,3.75
Heating and Air Conditioning Mechanics and Installers,Operation Monitoring,316,3.75
Heavy and Tractor-Trailer Truck Drivers,Operation Monitoring,316,3.75
Highway Maintenance Workers,Operation Monitoring,316,3.75
Logging Equipment Operators,Operation Monitoring,316,3.75
"Maintenance Workers, Machinery",Operation Monitoring,316,3.75
Mechanical Engineering Technologists,Operation Monitoring,316,3.75
Metal-Refining Furnace Operators and Tenders,Operation Monitoring,316,3.75
Millwrights,Operation Monitoring,316,3.75
"Mobile Heavy Equipment Mechanics, Except Engines",Operation Monitoring,316,3.75
Motorboat Operators,Operation Monitoring,316,3.75
Nuclear Monitoring Technicians,Operation Monitoring,316,3.75
Rail-Track Laying and Maintenance Equipment Operators,Operation Monitoring,316,3.75
Robotics Engineers,Operation Monitoring,316,3.75
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.75
Ship and Boat Captains,Operation Monitoring,316,3.75
Signal and Track Switch Repairers,Operation Monitoring,316,3.75
"Tank Car, Truck, and Ship Loaders",Operation Monitoring,316,3.75
"Telecommunications Equipment Installers and Repairers, Except Line Installers",Operation Monitoring,316,3.75
Water and Wastewater Treatment Plant and System Operators,Operation Monitoring,316,3.75
Aerospace Engineering and Operations Technicians,Operation Monitoring,316,3.62
Anesthesiologists,Operation Monitoring,316,3.62
Automotive Master Mechanics,Operation Monitoring,316,3.62
"Bus Drivers, Transit and Intercity",Operation Monitoring,316,3.62
Conveyor Operators and Tenders,Operation Monitoring,316,3.62
"Cutting and Slicing Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.62
Excavating and Loading Machine and Dragline Operators,Operation Monitoring,316,3.62
Farm Equipment Mechanics and Service Technicians,Operation Monitoring,316,3.62
First-Line Supervisors of Logging Workers,Operation Monitoring,316,3.62
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Operation Monitoring,316,3.62
Forest Firefighters,Operation Monitoring,316,3.62
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.62
Helpers--Extraction Workers,Operation Monitoring,316,3.62
Hoist and Winch Operators,Operation Monitoring,316,3.62
Home Appliance Repairers,Operation Monitoring,316,3.62
Magnetic Resonance Imaging Technologists,Operation Monitoring,316,3.62
Manufactured Building and Mobile Home Installers,Operation Monitoring,316,3.62
Mechanical Engineering Technicians,Operation Monitoring,316,3.62
Mine Cutting and Channeling Machine Operators,Operation Monitoring,316,3.62
"Mixing and Blending Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.62
Municipal Firefighters,Operation Monitoring,316,3.62
Nuclear Engineers,Operation Monitoring,316,3.62
"Paper Goods Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.62
"Rotary Drill Operators, Oil and Gas",Operation Monitoring,316,3.62
Semiconductor Processors,Operation Monitoring,316,3.62
Ship Engineers,Operation Monitoring,316,3.62
Structural Iron and Steel Workers,Operation Monitoring,316,3.62
Textile Bleaching and Dyeing Machine Operators and Tenders,Operation Monitoring,316,3.62
"Textile Cutting Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.62
Tree Trimmers and Pruners,Operation Monitoring,316,3.62
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Operation Monitoring,316,3.62
Audio and Video Equipment Technicians,Operation Monitoring,316,3.5
Biomass Power Plant Managers,Operation Monitoring,316,3.5
Broadcast Technicians,Operation Monitoring,316,3.5
Cabinetmakers and Bench Carpenters,Operation Monitoring,316,3.5
"Coin, Vending, and Amusement Machine Servicers and Repairers",Operation Monitoring,316,3.5
"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Operation Monitoring,316,3.5
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.5
Dredge Operators,Operation Monitoring,316,3.5
"Electronic Equipment Installers and Repairers, Motor Vehicles",Operation Monitoring,316,3.5
Electronics Engineering Technologists,Operation Monitoring,316,3.5
"Explosives Workers, Ordnance Handling Experts, and Blasters",Operation Monitoring,316,3.5
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.5
"Grinding and Polishing Workers, Hand",Operation Monitoring,316,3.5
Machine Feeders and Offbearers,Operation Monitoring,316,3.5
Manufacturing Engineering Technologists,Operation Monitoring,316,3.5
Manufacturing Engineers,Operation Monitoring,316,3.5
Medical Appliance Technicians,Operation Monitoring,316,3.5
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.5
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.5
Motorboat Mechanics and Service Technicians,Operation Monitoring,316,3.5
Network and Computer Systems Administrators,Operation Monitoring,316,3.5
"Office Machine Operators, Except Computer",Operation Monitoring,316,3.5
"Paving, Surfacing, and Tamping Equipment Operators",Operation Monitoring,316,3.5
Photonics Technicians,Operation Monitoring,316,3.5
Printing Press Operators,Operation Monitoring,316,3.5
Robotics Technicians,Operation Monitoring,316,3.5
Wind Turbine Service Technicians,Operation Monitoring,316,3.5
Photographic Process Workers and Processing Machine Operators,Operation Monitoring,316,3.44
Anesthesiologist Assistants,Operation Monitoring,316,3.38
Automotive Specialty Technicians,Operation Monitoring,316,3.38
Bus and Truck Mechanics and Diesel Engine Specialists,Operation Monitoring,316,3.38
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Operation Monitoring,316,3.38
Electrical Power-Line Installers and Repairers,Operation Monitoring,316,3.38
Endoscopy Technicians,Operation Monitoring,316,3.38
Engine and Other Machine Assemblers,Operation Monitoring,316,3.38
Environmental Compliance Inspectors,Operation Monitoring,316,3.38
Fire Inspectors,Operation Monitoring,316,3.38
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.38
"Glass Blowers, Molders, Benders, and Finishers",Operation Monitoring,316,3.38
Government Property Inspectors and Investigators,Operation Monitoring,316,3.38
"Helpers--Installation, Maintenance, and Repair Workers",Operation Monitoring,316,3.38
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.38
Medical and Clinical Laboratory Technologists,Operation Monitoring,316,3.38
Medical Equipment Repairers,Operation Monitoring,316,3.38
"Model Makers, Metal and Plastic",Operation Monitoring,316,3.38
Molding and Casting Workers,Operation Monitoring,316,3.38
Motion Picture Projectionists,Operation Monitoring,316,3.38
Nurse Anesthetists,Operation Monitoring,316,3.38
Occupational Health and Safety Specialists,Operation Monitoring,316,3.38
Operating Engineers and Other Construction Equipment Operators,Operation Monitoring,316,3.38
Outdoor Power Equipment and Other Small Engine Mechanics,Operation Monitoring,316,3.38
"Patternmakers, Metal and Plastic",Operation Monitoring,316,3.38
"Potters, Manufacturing",Operation Monitoring,316,3.38
"Pourers and Casters, Metal",Operation Monitoring,316,3.38
Power Distributors and Dispatchers,Operation Monitoring,316,3.38
Print Binding and Finishing Workers,Operation Monitoring,316,3.38
Quality Control Analysts,Operation Monitoring,316,3.38
Radiation Therapists,Operation Monitoring,316,3.38
Radiologists,Operation Monitoring,316,3.38
Railroad Conductors and Yardmasters,Operation Monitoring,316,3.38
"Roof Bolters, Mining",Operation Monitoring,316,3.38
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.38
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Operation Monitoring,316,3.38
Agricultural Inspectors,Operation Monitoring,316,3.25
Air Traffic Controllers,Operation Monitoring,316,3.25
"Bus Drivers, School or Special Client",Operation Monitoring,316,3.25
"Control and Valve Installers and Repairers, Except Mechanical Door",Operation Monitoring,316,3.25
"Electric Motor, Power Tool, and Related Repairers",Operation Monitoring,316,3.25
"Electronics Engineers, Except Computer",Operation Monitoring,316,3.25
"Environmental Science and Protection Technicians, Including Health",Operation Monitoring,316,3.25
Fallers,Operation Monitoring,316,3.25
Farm and Ranch Managers,Operation Monitoring,316,3.25
"Farmworkers, Farm, Ranch, and Aquacultural Animals",Operation Monitoring,316,3.25
Fiberglass Laminators and Fabricators,Operation Monitoring,316,3.25
First-Line Supervisors of Agricultural Crop and Horticultural Workers,Operation Monitoring,316,3.25
"First-Line Supervisors of Mechanics, Installers, and Repairers",Operation Monitoring,316,3.25
Fuel Cell Engineers,Operation Monitoring,316,3.25
Geothermal Production Managers,Operation Monitoring,316,3.25
Hazardous Materials Removal Workers,Operation Monitoring,316,3.25
Industrial Truck and Tractor Operators,Operation Monitoring,316,3.25
"Loading Machine Operators, Underground Mining",Operation Monitoring,316,3.25
Machinists,Operation Monitoring,316,3.25
Marine Engineers,Operation Monitoring,316,3.25
Medical Equipment Preparers,Operation Monitoring,316,3.25
"Meter Readers, Utilities",Operation Monitoring,316,3.25
Mine Shuttle Car Operators,Operation Monitoring,316,3.25
Musical Instrument Repairers and Tuners,Operation Monitoring,316,3.25
Neurodiagnostic Technologists,Operation Monitoring,316,3.25
Non-Destructive Testing Specialists,Operation Monitoring,316,3.25
Packaging and Filling Machine Operators and Tenders,Operation Monitoring,316,3.25
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Operation Monitoring,316,3.25
Radiologic Technicians,Operation Monitoring,316,3.25
Rail Car Repairers,Operation Monitoring,316,3.25
"Railroad Brake, Signal, and Switch Operators",Operation Monitoring,316,3.25
"Refractory Materials Repairers, Except Brickmasons",Operation Monitoring,316,3.25
Respiratory Therapy Technicians,Operation Monitoring,316,3.25
Shoe Machine Operators and Tenders,Operation Monitoring,316,3.25
Solar Thermal Installers and Technicians,Operation Monitoring,316,3.25
Sound Engineering Technicians,Operation Monitoring,316,3.25
Surgical Assistants,Operation Monitoring,316,3.25
Surgical Technologists,Operation Monitoring,316,3.25
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Operation Monitoring,316,3.25
Agricultural Engineers,Operation Monitoring,316,3.12
Aircraft Cargo Handling Supervisors,Operation Monitoring,316,3.12
Aquacultural Managers,Operation Monitoring,316,3.12
Audio-Visual and Multimedia Collections Specialists,Operation Monitoring,316,3.12
Biomedical Engineers,Operation Monitoring,316,3.12
Chemical Technicians,Operation Monitoring,316,3.12
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Operation Monitoring,316,3.12
"Coil Winders, Tapers, and Finishers",Operation Monitoring,316,3.12
Computer and Information Systems Managers,Operation Monitoring,316,3.12
"Computer, Automated Teller, and Office Machine Repairers",Operation Monitoring,316,3.12
"Cooks, Institution and Cafeteria",Operation Monitoring,316,3.12
Critical Care Nurses,Operation Monitoring,316,3.12
Diagnostic Medical Sonographers,Operation Monitoring,316,3.12
Electrical and Electronic Equipment Assemblers,Operation Monitoring,316,3.12
"Electrical and Electronics Installers and Repairers, Transportation Equipment",Operation Monitoring,316,3.12
Electrical Engineering Technicians,Operation Monitoring,316,3.12
Electrical Engineering Technologists,Operation Monitoring,316,3.12
Electromechanical Engineering Technologists,Operation Monitoring,316,3.12
Electromechanical Equipment Assemblers,Operation Monitoring,316,3.12
Electronics Engineering Technicians,Operation Monitoring,316,3.12
Emergency Medical Technicians and Paramedics,Operation Monitoring,316,3.12
Etchers and Engravers,Operation Monitoring,316,3.12
"Farmworkers and Laborers, Crop",Operation Monitoring,316,3.12
First-Line Supervisors of Aquacultural Workers,Operation Monitoring,316,3.12
First-Line Supervisors of Production and Operating Workers,Operation Monitoring,316,3.12
Food Batchmakers,Operation Monitoring,316,3.12
Foresters,Operation Monitoring,316,3.12
Freight and Cargo Inspectors,Operation Monitoring,316,3.12
Furniture Finishers,Operation Monitoring,316,3.12
Geological Sample Test Technicians,Operation Monitoring,316,3.12
"Maintenance and Repair Workers, General",Operation Monitoring,316,3.12
Mechatronics Engineers,Operation Monitoring,316,3.12
Medical and Clinical Laboratory Technicians,Operation Monitoring,316,3.12
"Model Makers, Wood",Operation Monitoring,316,3.12
Municipal Fire Fighting and Prevention Supervisors,Operation Monitoring,316,3.12
Nuclear Medicine Technologists,Operation Monitoring,316,3.12
Ophthalmic Laboratory Technicians,Operation Monitoring,316,3.12
"Painters, Transportation Equipment",Operation Monitoring,316,3.12
Pipelayers,Operation Monitoring,316,3.12
Plumbers,Operation Monitoring,316,3.12
Precision Agriculture Technicians,Operation Monitoring,316,3.12
Quality Control Systems Managers,Operation Monitoring,316,3.12
Radio Mechanics,Operation Monitoring,316,3.12
Radiologic Technologists,Operation Monitoring,316,3.12
Recreational Vehicle Service Technicians,Operation Monitoring,316,3.12
Recycling and Reclamation Workers,Operation Monitoring,316,3.12
"Rock Splitters, Quarry",Operation Monitoring,316,3.12
"Sawing Machine Setters, Operators, and Tenders, Wood",Operation Monitoring,316,3.12
Security and Fire Alarm Systems Installers,Operation Monitoring,316,3.12
Slot Supervisors,Operation Monitoring,316,3.12
Surveying Technicians,Operation Monitoring,316,3.12
Surveyors,Operation Monitoring,316,3.12
Telecommunications Line Installers and Repairers,Operation Monitoring,316,3.12
Tire Builders,Operation Monitoring,316,3.12
Tool and Die Makers,Operation Monitoring,316,3.12
Upholsterers,Operation Monitoring,316,3.12
Validation Engineers,Operation Monitoring,316,3.12
Weatherization Installers and Technicians,Operation Monitoring,316,3.12
Computer Network Architects,Operation Monitoring,316,3.06
Acute Care Nurses,Operation Monitoring,316,3
Animal Breeders,Operation Monitoring,316,3
Biochemical Engineers,Operation Monitoring,316,3
Biofuels/Biodiesel Technology and Product Development Managers,Operation Monitoring,316,3
Bridge and Lock Tenders,Operation Monitoring,316,3
Camera and Photographic Equipment Repairers,Operation Monitoring,316,3
"Camera Operators, Television, Video, and Motion Picture",Operation Monitoring,316,3
Chemical Engineers,Operation Monitoring,316,3
Chemists,Operation Monitoring,316,3
Computer Network Support Specialists,Operation Monitoring,316,3
Construction Laborers,Operation Monitoring,316,3
Dental Laboratory Technicians,Operation Monitoring,316,3
Electricians,Operation Monitoring,316,3
Electronic Home Entertainment Equipment Installers and Repairers,Operation Monitoring,316,3
Environmental Engineering Technicians,Operation Monitoring,316,3
Fence Erectors,Operation Monitoring,316,3
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Operation Monitoring,316,3
Fish and Game Wardens,Operation Monitoring,316,3
Fishers and Related Fishing Workers,Operation Monitoring,316,3
Forest Fire Fighting and Prevention Supervisors,Operation Monitoring,316,3
Histotechnologists and Histologic Technicians,Operation Monitoring,316,3
Hunters and Trappers,Operation Monitoring,316,3
Information Security Analysts,Operation Monitoring,316,3
"Inspectors, Testers, Sorters, Samplers, and Weighers",Operation Monitoring,316,3
"Layout Workers, Metal and Plastic",Operation Monitoring,316,3
Mechanical Door Repairers,Operation Monitoring,316,3
Mechanical Engineers,Operation Monitoring,316,3
"Mining and Geological Engineers, Including Mining Safety Engineers",Operation Monitoring,316,3
Motorcycle Mechanics,Operation Monitoring,316,3
Occupational Health and Safety Technicians,Operation Monitoring,316,3
"Patternmakers, Wood",Operation Monitoring,316,3
Pest Control Workers,Operation Monitoring,316,3
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Operation Monitoring,316,3
Petroleum Engineers,Operation Monitoring,316,3
Pipe Fitters and Steamfitters,Operation Monitoring,316,3
Radio Operators,Operation Monitoring,316,3
"Radio, Cellular, and Tower Equipment Installers and Repairers",Operation Monitoring,316,3
Refuse and Recyclable Material Collectors,Operation Monitoring,316,3
Respiratory Therapists,Operation Monitoring,316,3
Riggers,Operation Monitoring,316,3
Roofers,Operation Monitoring,316,3
Rough Carpenters,Operation Monitoring,316,3
"Roustabouts, Oil and Gas",Operation Monitoring,316,3
Segmental Pavers,Operation Monitoring,316,3
Solar Energy Installation Managers,Operation Monitoring,316,3
Technical Directors/Managers,Operation Monitoring,316,3
Timing Device Assemblers and Adjusters,Operation Monitoring,316,3
Nuclear Engineers,Operations Analysis,123,4
Aerospace Engineers,Operations Analysis,123,3.88
"Architects, Except Landscape and Naval",Operations Analysis,123,3.88
Biomedical Engineers,Operations Analysis,123,3.88
Civil Engineers,Operations Analysis,123,3.88
Computer Systems Engineers/Architects,Operations Analysis,123,3.88
Operations Research Analysts,Operations Analysis,123,3.88
Marine Architects,Operations Analysis,123,3.75
Mechanical Engineers,Operations Analysis,123,3.75
Automotive Engineers,Operations Analysis,123,3.62
Computer Network Architects,Operations Analysis,123,3.62
Landscape Architects,Operations Analysis,123,3.62
Medical and Health Services Managers,Operations Analysis,123,3.62
Set and Exhibit Designers,Operations Analysis,123,3.62
Web Developers,Operations Analysis,123,3.62
Chemical Engineers,Operations Analysis,123,3.5
Energy Engineers,Operations Analysis,123,3.5
Fire-Prevention and Protection Engineers,Operations Analysis,123,3.5
Marine Engineers,Operations Analysis,123,3.5
Product Safety Engineers,Operations Analysis,123,3.5
Remote Sensing Scientists and Technologists,Operations Analysis,123,3.5
"Software Developers, Applications",Operations Analysis,123,3.5
Biochemical Engineers,Operations Analysis,123,3.38
Commercial and Industrial Designers,Operations Analysis,123,3.38
Construction Managers,Operations Analysis,123,3.38
Fashion Designers,Operations Analysis,123,3.38
Food Service Managers,Operations Analysis,123,3.38
Graphic Designers,Operations Analysis,123,3.38
Interior Designers,Operations Analysis,123,3.38
Logistics Engineers,Operations Analysis,123,3.38
Marketing Managers,Operations Analysis,123,3.38
Occupational Therapists,Operations Analysis,123,3.38
Regulatory Affairs Managers,Operations Analysis,123,3.38
Training and Development Specialists,Operations Analysis,123,3.38
Water/Wastewater Engineers,Operations Analysis,123,3.38
Actuaries,Operations Analysis,123,3.25
Biochemists and Biophysicists,Operations Analysis,123,3.25
Clinical Nurse Specialists,Operations Analysis,123,3.25
"Compensation, Benefits, and Job Analysis Specialists",Operations Analysis,123,3.25
Computer and Information Research Scientists,Operations Analysis,123,3.25
Computer and Information Systems Managers,Operations Analysis,123,3.25
Computer Hardware Engineers,Operations Analysis,123,3.25
Computer Programmers,Operations Analysis,123,3.25
Computer Systems Analysts,Operations Analysis,123,3.25
Database Administrators,Operations Analysis,123,3.25
Electrical Engineers,Operations Analysis,123,3.25
Fabric and Apparel Patternmakers,Operations Analysis,123,3.25
Human Factors Engineers and Ergonomists,Operations Analysis,123,3.25
Industrial-Organizational Psychologists,Operations Analysis,123,3.25
Jewelers,Operations Analysis,123,3.25
Management Analysts,Operations Analysis,123,3.25
Materials Scientists,Operations Analysis,123,3.25
"Mining and Geological Engineers, Including Mining Safety Engineers",Operations Analysis,123,3.25
"Model Makers, Wood",Operations Analysis,123,3.25
Natural Sciences Managers,Operations Analysis,123,3.25
Orthodontists,Operations Analysis,123,3.25
Orthotists and Prosthetists,Operations Analysis,123,3.25
"Patternmakers, Wood",Operations Analysis,123,3.25
Psychiatrists,Operations Analysis,123,3.25
Range Managers,Operations Analysis,123,3.25
Soil and Plant Scientists,Operations Analysis,123,3.25
