Title,Element Name,Weight,Data Value
Team Assemblers,Coordination,713,3.12
Tile and Marble Setters,Coordination,713,3.12
Traffic Technicians,Coordination,713,3.12
Tutors,Coordination,713,3.12
"Umpires, Referees, and Other Sports Officials",Coordination,713,3.12
Veterinary Technologists and Technicians,Coordination,713,3.12
Water Resource Specialists,Coordination,713,3.12
Web Administrators,Coordination,713,3.12
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Coordination,713,3.12
"Wholesale and Retail Buyers, Except Farm Products",Coordination,713,3.12
Wind Turbine Service Technicians,Coordination,713,3.12
Acupuncturists,Coordination,713,3
Adhesive Bonding Machine Operators and Tenders,Coordination,713,3
"Administrative Law Judges, Adjudicators, and Hearing Officers",Coordination,713,3
Agricultural Technicians,Coordination,713,3
Aircraft Mechanics and Service Technicians,Coordination,713,3
Animal Control Workers,Coordination,713,3
Animal Trainers,Coordination,713,3
Anthropologists,Coordination,713,3
"Anthropology and Archeology Teachers, Postsecondary",Coordination,713,3
Archivists,Coordination,713,3
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Coordination,713,3
Atmospheric and Space Scientists,Coordination,713,3
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Coordination,713,3
Automotive Specialty Technicians,Coordination,713,3
Aviation Inspectors,Coordination,713,3
Avionics Technicians,Coordination,713,3
Bakers,Coordination,713,3
Baristas,Coordination,713,3
Bartenders,Coordination,713,3
"Billing, Cost, and Rate Clerks",Coordination,713,3
Biochemists and Biophysicists,Coordination,713,3
Bioinformatics Scientists,Coordination,713,3
"Biological Science Teachers, Postsecondary",Coordination,713,3
Biologists,Coordination,713,3
Biostatisticians,Coordination,713,3
Bridge and Lock Tenders,Coordination,713,3
Budget Analysts,Coordination,713,3
Bus and Truck Mechanics and Diesel Engine Specialists,Coordination,713,3
"Business Teachers, Postsecondary",Coordination,713,3
Butchers and Meat Cutters,Coordination,713,3
Cardiovascular Technologists and Technicians,Coordination,713,3
Cargo and Freight Agents,Coordination,713,3
Chemical Engineers,Coordination,713,3
Chemical Equipment Operators and Tenders,Coordination,713,3
Chemical Technicians,Coordination,713,3
Chemists,Coordination,713,3
Civil Engineering Technicians,Coordination,713,3
Clinical Psychologists,Coordination,713,3
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Coordination,713,3
Commercial and Industrial Designers,Coordination,713,3
"Compensation, Benefits, and Job Analysis Specialists",Coordination,713,3
Computer and Information Research Scientists,Coordination,713,3
Computer Hardware Engineers,Coordination,713,3
Computer Systems Analysts,Coordination,713,3
"Computer-Controlled Machine Tool Operators, Metal and Plastic",Coordination,713,3
"Computer, Automated Teller, and Office Machine Repairers",Coordination,713,3
Construction and Building Inspectors,Coordination,713,3
Construction Carpenters,Coordination,713,3
Construction Laborers,Coordination,713,3
"Cooks, Institution and Cafeteria",Coordination,713,3
"Cooks, Private Household",Coordination,713,3
Costume Attendants,Coordination,713,3
Credit Checkers,Coordination,713,3
"Criminal Justice and Law Enforcement Teachers, Postsecondary",Coordination,713,3
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Coordination,713,3
Cytogenetic Technologists,Coordination,713,3
Cytotechnologists,Coordination,713,3
Dental Hygienists,Coordination,713,3
"Derrick Operators, Oil and Gas",Coordination,713,3
Dietetic Technicians,Coordination,713,3
Dining Room and Cafeteria Attendants and Bartender Helpers,Coordination,713,3
Dredge Operators,Coordination,713,3
"Earth Drillers, Except Oil and Gas",Coordination,713,3
"Economics Teachers, Postsecondary",Coordination,713,3
Economists,Coordination,713,3
Electrical and Electronic Equipment Assemblers,Coordination,713,3
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Coordination,713,3
Electrical Drafters,Coordination,713,3
Electrical Engineering Technicians,Coordination,713,3
Electrical Engineers,Coordination,713,3
Electricians,Coordination,713,3
Electro-Mechanical Technicians,Coordination,713,3
Electromechanical Engineering Technologists,Coordination,713,3
Electronic Drafters,Coordination,713,3
Electronics Engineering Technicians,Coordination,713,3
Elevator Installers and Repairers,Coordination,713,3
Endoscopy Technicians,Coordination,713,3
"Engineering Teachers, Postsecondary",Coordination,713,3
"English Language and Literature Teachers, Postsecondary",Coordination,713,3
Environmental Economists,Coordination,713,3
Environmental Engineering Technicians,Coordination,713,3
Excavating and Loading Machine and Dragline Operators,Coordination,713,3
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Coordination,713,3
Farm Labor Contractors,Coordination,713,3
"Farmworkers and Laborers, Crop",Coordination,713,3
Fence Erectors,Coordination,713,3
Film and Video Editors,Coordination,713,3
Fire Inspectors,Coordination,713,3
Fire-Prevention and Protection Engineers,Coordination,713,3
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Coordination,713,3
Food Batchmakers,Coordination,713,3
Food Cooking Machine Operators and Tenders,Coordination,713,3
Food Science Technicians,Coordination,713,3
Funeral Attendants,Coordination,713,3
Gaming and Sports Book Writers and Runners,Coordination,713,3
Gaming Dealers,Coordination,713,3
Gaming Surveillance Officers and Gaming Investigators,Coordination,713,3
Gas Plant Operators,Coordination,713,3
Genetic Counselors,Coordination,713,3
Geographic Information Systems Technicians,Coordination,713,3
"Geography Teachers, Postsecondary",Coordination,713,3
Geophysical Data Technicians,Coordination,713,3
"Geoscientists, Except Hydrologists and Geographers",Coordination,713,3
Geothermal Technicians,Coordination,713,3
Glaziers,Coordination,713,3
Graduate Teaching Assistants,Coordination,713,3
Hazardous Materials Removal Workers,Coordination,713,3
"Health Specialties Teachers, Postsecondary",Coordination,713,3
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Coordination,713,3
Heating and Air Conditioning Mechanics and Installers,Coordination,713,3
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Coordination,713,3
Helpers--Carpenters,Coordination,713,3
"Helpers--Installation, Maintenance, and Repair Workers",Coordination,713,3
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Coordination,713,3
Highway Maintenance Workers,Coordination,713,3
Historians,Coordination,713,3
Hoist and Winch Operators,Coordination,713,3
Home Health Aides,Coordination,713,3
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Coordination,713,3
Human Factors Engineers and Ergonomists,Coordination,713,3
"Human Resources Assistants, Except Payroll and Timekeeping",Coordination,713,3
Industrial Machinery Mechanics,Coordination,713,3
Industrial Truck and Tractor Operators,Coordination,713,3
Information Security Analysts,Coordination,713,3
"Inspectors, Testers, Sorters, Samplers, and Weighers",Coordination,713,3
Insurance Underwriters,Coordination,713,3
"Judges, Magistrate Judges, and Magistrates",Coordination,713,3
License Clerks,Coordination,713,3
Licensing Examiners and Inspectors,Coordination,713,3
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Coordination,713,3
Loan Officers,Coordination,713,3
Locomotive Engineers,Coordination,713,3
Machinists,Coordination,713,3
Maids and Housekeeping Cleaners,Coordination,713,3
"Maintenance and Repair Workers, General",Coordination,713,3
"Maintenance Workers, Machinery",Coordination,713,3
Manufacturing Production Technicians,Coordination,713,3
Mapping Technicians,Coordination,713,3
Materials Engineers,Coordination,713,3
"Meat, Poultry, and Fish Cutters and Trimmers",Coordination,713,3
Mechanical Door Repairers,Coordination,713,3
Mechanical Engineers,Coordination,713,3
Medical and Clinical Laboratory Technicians,Coordination,713,3
Medical and Clinical Laboratory Technologists,Coordination,713,3
Medical Appliance Technicians,Coordination,713,3
Medical Equipment Preparers,Coordination,713,3
Merchandise Displayers and Window Trimmers,Coordination,713,3
Mine Cutting and Channeling Machine Operators,Coordination,713,3
Motorboat Operators,Coordination,713,3
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Coordination,713,3
Nanosystems Engineers,Coordination,713,3
Network and Computer Systems Administrators,Coordination,713,3
Neurodiagnostic Technologists,Coordination,713,3
New Accounts Clerks,Coordination,713,3
Nuclear Monitoring Technicians,Coordination,713,3
Occupational Health and Safety Technicians,Coordination,713,3
Online Merchants,Coordination,713,3
Operating Engineers and Other Construction Equipment Operators,Coordination,713,3
Operations Research Analysts,Coordination,713,3
"Opticians, Dispensing",Coordination,713,3
"Painters, Transportation Equipment",Coordination,713,3
"Paper Goods Machine Setters, Operators, and Tenders",Coordination,713,3
Paperhangers,Coordination,713,3
Paralegals and Legal Assistants,Coordination,713,3
Parking Enforcement Workers,Coordination,713,3
Parts Salespersons,Coordination,713,3
"Paving, Surfacing, and Tamping Equipment Operators",Coordination,713,3
Personal Care Aides,Coordination,713,3
Personal Financial Advisors,Coordination,713,3
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Coordination,713,3
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Coordination,713,3
Pharmacy Aides,Coordination,713,3
Pharmacy Technicians,Coordination,713,3
Phlebotomists,Coordination,713,3
Photographers,Coordination,713,3
Photonics Engineers,Coordination,713,3
Pile-Driver Operators,Coordination,713,3
Pipe Fitters and Steamfitters,Coordination,713,3
Pipelayers,Coordination,713,3
Plumbers,Coordination,713,3
Police Identification and Records Officers,Coordination,713,3
Power Plant Operators,Coordination,713,3
Printing Press Operators,Coordination,713,3
Private Detectives and Investigators,Coordination,713,3
Procurement Clerks,Coordination,713,3
"Psychology Teachers, Postsecondary",Coordination,713,3
Quality Control Analysts,Coordination,713,3
"Radio, Cellular, and Tower Equipment Installers and Repairers",Coordination,713,3
Radiologic Technicians,Coordination,713,3
Recreational Vehicle Service Technicians,Coordination,713,3
Refrigeration Mechanics and Installers,Coordination,713,3
Refuse and Recyclable Material Collectors,Coordination,713,3
Reporters and Correspondents,Coordination,713,3
Risk Management Specialists,Coordination,713,3
Robotics Technicians,Coordination,713,3
Sheet Metal Workers,Coordination,713,3
Ship Engineers,Coordination,713,3
"Shipping, Receiving, and Traffic Clerks",Coordination,713,3
Signal and Track Switch Repairers,Coordination,713,3
Skincare Specialists,Coordination,713,3
Social Science Research Assistants,Coordination,713,3
"Sociology Teachers, Postsecondary",Coordination,713,3
"Software Developers, Systems Software",Coordination,713,3
Software Quality Assurance Engineers and Testers,Coordination,713,3
Soil and Plant Scientists,Coordination,713,3
Solar Energy Systems Engineers,Coordination,713,3
Solar Photovoltaic Installers,Coordination,713,3
"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Coordination,713,3
"Stock Clerks, Sales Floor",Coordination,713,3
Subway and Streetcar Operators,Coordination,713,3
"Tax Examiners and Collectors, and Revenue Agents",Coordination,713,3
Technical Writers,Coordination,713,3
Telecommunications Line Installers and Repairers,Coordination,713,3
Terrazzo Workers and Finishers,Coordination,713,3
Textile Bleaching and Dyeing Machine Operators and Tenders,Coordination,713,3
"Title Examiners, Abstractors, and Searchers",Coordination,713,3
Tour Guides and Escorts,Coordination,713,3
"Transportation Attendants, Except Flight Attendants",Coordination,713,3
"Ushers, Lobby Attendants, and Ticket Takers",Coordination,713,3
Veterinarians,Coordination,713,3
Veterinary Assistants and Laboratory Animal Caretakers,Coordination,713,3
Web Developers,Coordination,713,3
Wind Energy Engineers,Coordination,713,3
"Judges, Magistrate Judges, and Magistrates",Critical Thinking,858,4.75
Anesthesiologists,Critical Thinking,858,4.5
Mathematical Technicians,Critical Thinking,858,4.5
Neuropsychologists and Clinical Neuropsychologists,Critical Thinking,858,4.5
"Administrative Law Judges, Adjudicators, and Hearing Officers",Critical Thinking,858,4.38
Chief Executives,Critical Thinking,858,4.38
Family and General Practitioners,Critical Thinking,858,4.38
Lawyers,Critical Thinking,858,4.38
Molecular and Cellular Biologists,Critical Thinking,858,4.38
Obstetricians and Gynecologists,Critical Thinking,858,4.38
Ophthalmologists,Critical Thinking,858,4.38
Actuaries,Critical Thinking,858,4.25
Allergists and Immunologists,Critical Thinking,858,4.25
"Education Administrators, Elementary and Secondary School",Critical Thinking,858,4.25
"Pediatricians, General",Critical Thinking,858,4.25
Physicists,Critical Thinking,858,4.25
Preventive Medicine Physicians,Critical Thinking,858,4.25
Program Directors,Critical Thinking,858,4.25
Psychiatrists,Critical Thinking,858,4.25
Sports Medicine Physicians,Critical Thinking,858,4.25
Aerospace Engineers,Critical Thinking,858,4.12
Agricultural Engineers,Critical Thinking,858,4.12
Air Traffic Controllers,Critical Thinking,858,4.12
"Arbitrators, Mediators, and Conciliators",Critical Thinking,858,4.12
Astronomers,Critical Thinking,858,4.12
Automotive Engineers,Critical Thinking,858,4.12
Biochemists and Biophysicists,Critical Thinking,858,4.12
Bioinformatics Scientists,Critical Thinking,858,4.12
Biomedical Engineers,Critical Thinking,858,4.12
Biostatisticians,Critical Thinking,858,4.12
Clinical Psychologists,Critical Thinking,858,4.12
Computer Systems Engineers/Architects,Critical Thinking,858,4.12
Counseling Psychologists,Critical Thinking,858,4.12
Criminal Investigators and Special Agents,Critical Thinking,858,4.12
"Criminal Justice and Law Enforcement Teachers, Postsecondary",Critical Thinking,858,4.12
"Dentists, General",Critical Thinking,858,4.12
"Education Administrators, Postsecondary",Critical Thinking,858,4.12
Environmental Engineers,Critical Thinking,858,4.12
Epidemiologists,Critical Thinking,858,4.12
Financial Examiners,Critical Thinking,858,4.12
Fire-Prevention and Protection Engineers,Critical Thinking,858,4.12
Forest Fire Inspectors and Prevention Specialists,Critical Thinking,858,4.12
"Geoscientists, Except Hydrologists and Geographers",Critical Thinking,858,4.12
Government Property Inspectors and Investigators,Critical Thinking,858,4.12
Historians,Critical Thinking,858,4.12
Hospitalists,Critical Thinking,858,4.12
Human Factors Engineers and Ergonomists,Critical Thinking,858,4.12
Industrial Safety and Health Engineers,Critical Thinking,858,4.12
Information Technology Project Managers,Critical Thinking,858,4.12
"Internists, General",Critical Thinking,858,4.12
Judicial Law Clerks,Critical Thinking,858,4.12
Loan Counselors,Critical Thinking,858,4.12
Lodging Managers,Critical Thinking,858,4.12
Marine Engineers,Critical Thinking,858,4.12
"Mathematical Science Teachers, Postsecondary",Critical Thinking,858,4.12
"Medical Scientists, Except Epidemiologists",Critical Thinking,858,4.12
Microbiologists,Critical Thinking,858,4.12
"Mining and Geological Engineers, Including Mining Safety Engineers",Critical Thinking,858,4.12
Naturopathic Physicians,Critical Thinking,858,4.12
Neurologists,Critical Thinking,858,4.12
Nurse Anesthetists,Critical Thinking,858,4.12
Nurse Midwives,Critical Thinking,858,4.12
Nurse Practitioners,Critical Thinking,858,4.12
Operations Research Analysts,Critical Thinking,858,4.12
Photonics Engineers,Critical Thinking,858,4.12
Physical Medicine and Rehabilitation Physicians,Critical Thinking,858,4.12
Physician Assistants,Critical Thinking,858,4.12
Political Scientists,Critical Thinking,858,4.12
Radiologists,Critical Thinking,858,4.12
Surgeons,Critical Thinking,858,4.12
Treasurers and Controllers,Critical Thinking,858,4.12
Urologists,Critical Thinking,858,4.12
Acute Care Nurses,Critical Thinking,858,4
Advanced Practice Psychiatric Nurses,Critical Thinking,858,4
"Airline Pilots, Copilots, and Flight Engineers",Critical Thinking,858,4
Anthropologists,Critical Thinking,858,4
"Anthropology and Archeology Teachers, Postsecondary",Critical Thinking,858,4
Archeologists,Critical Thinking,858,4
"Architects, Except Landscape and Naval",Critical Thinking,858,4
Architectural and Engineering Managers,Critical Thinking,858,4
"Architecture Teachers, Postsecondary",Critical Thinking,858,4
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Critical Thinking,858,4
Athletic Trainers,Critical Thinking,858,4
Atmospheric and Space Scientists,Critical Thinking,858,4
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Critical Thinking,858,4
Audiologists,Critical Thinking,858,4
Aviation Inspectors,Critical Thinking,858,4
Biologists,Critical Thinking,858,4
Biomass Power Plant Managers,Critical Thinking,858,4
Broadcast News Analysts,Critical Thinking,858,4
Brownfield Redevelopment Specialists and Site Managers,Critical Thinking,858,4
Business Continuity Planners,Critical Thinking,858,4
Business Intelligence Analysts,Critical Thinking,858,4
Chemical Engineers,Critical Thinking,858,4
"Chemistry Teachers, Postsecondary",Critical Thinking,858,4
Chemists,Critical Thinking,858,4
Chief Sustainability Officers,Critical Thinking,858,4
"Child, Family, and School Social Workers",Critical Thinking,858,4
Civil Engineers,Critical Thinking,858,4
Clinical Nurse Specialists,Critical Thinking,858,4
Coaches and Scouts,Critical Thinking,858,4
Commercial Pilots,Critical Thinking,858,4
"Communications Teachers, Postsecondary",Critical Thinking,858,4
Compliance Managers,Critical Thinking,858,4
Computer and Information Systems Managers,Critical Thinking,858,4
Computer Hardware Engineers,Critical Thinking,858,4
Coroners,Critical Thinking,858,4
Credit Analysts,Critical Thinking,858,4
Critical Care Nurses,Critical Thinking,858,4
Dermatologists,Critical Thinking,858,4
Dietitians and Nutritionists,Critical Thinking,858,4
Economists,Critical Thinking,858,4
"Educational, Guidance, School, and Vocational Counselors",Critical Thinking,858,4
"Electronics Engineers, Except Computer",Critical Thinking,858,4
Emergency Management Directors,Critical Thinking,858,4
Emergency Medical Technicians and Paramedics,Critical Thinking,858,4
Energy Brokers,Critical Thinking,858,4
Energy Engineers,Critical Thinking,858,4
Environmental Compliance Inspectors,Critical Thinking,858,4
Environmental Restoration Planners,Critical Thinking,858,4
"Environmental Science Teachers, Postsecondary",Critical Thinking,858,4
"Environmental Scientists and Specialists, Including Health",Critical Thinking,858,4
Equal Opportunity Representatives and Officers,Critical Thinking,858,4
Exercise Physiologists,Critical Thinking,858,4
Farm and Ranch Managers,Critical Thinking,858,4
Fashion Designers,Critical Thinking,858,4
"Financial Managers, Branch or Department",Critical Thinking,858,4
Fire Investigators,Critical Thinking,858,4
First-Line Supervisors of Animal Husbandry and Animal Care Workers,Critical Thinking,858,4
First-Line Supervisors of Correctional Officers,Critical Thinking,858,4
First-Line Supervisors of Police and Detectives,Critical Thinking,858,4
Forest Fire Fighting and Prevention Supervisors,Critical Thinking,858,4
"Fraud Examiners, Investigators and Analysts",Critical Thinking,858,4
Gaming Managers,Critical Thinking,858,4
Geneticists,Critical Thinking,858,4
"Geography Teachers, Postsecondary",Critical Thinking,858,4
Geothermal Production Managers,Critical Thinking,858,4
Health Educators,Critical Thinking,858,4
"Health Specialties Teachers, Postsecondary",Critical Thinking,858,4
Healthcare Social Workers,Critical Thinking,858,4
"History Teachers, Postsecondary",Critical Thinking,858,4
Hydrologists,Critical Thinking,858,4
Immigration and Customs Inspectors,Critical Thinking,858,4
Industrial Ecologists,Critical Thinking,858,4
Industrial Production Managers,Critical Thinking,858,4
Industrial-Organizational Psychologists,Critical Thinking,858,4
Informatics Nurse Specialists,Critical Thinking,858,4
"Insurance Adjusters, Examiners, and Investigators",Critical Thinking,858,4
Intelligence Analysts,Critical Thinking,858,4
Investment Fund Managers,Critical Thinking,858,4
"Law Teachers, Postsecondary",Critical Thinking,858,4
"Library Science Teachers, Postsecondary",Critical Thinking,858,4
Logisticians,Critical Thinking,858,4
Logistics Engineers,Critical Thinking,858,4
Loss Prevention Managers,Critical Thinking,858,4
Management Analysts,Critical Thinking,858,4
Manufacturing Engineering Technologists,Critical Thinking,858,4
Marriage and Family Therapists,Critical Thinking,858,4
Materials Engineers,Critical Thinking,858,4
Materials Scientists,Critical Thinking,858,4
Mathematicians,Critical Thinking,858,4
Medical and Health Services Managers,Critical Thinking,858,4
Midwives,Critical Thinking,858,4
Nanosystems Engineers,Critical Thinking,858,4
Nuclear Engineers,Critical Thinking,858,4
Nuclear Medicine Physicians,Critical Thinking,858,4
"Nursing Instructors and Teachers, Postsecondary",Critical Thinking,858,4
Occupational Health and Safety Specialists,Critical Thinking,858,4
Occupational Therapists,Critical Thinking,858,4
Optometrists,Critical Thinking,858,4
Oral and Maxillofacial Surgeons,Critical Thinking,858,4
Orthodontists,Critical Thinking,858,4
Pathologists,Critical Thinking,858,4
Personal Financial Advisors,Critical Thinking,858,4
"Philosophy and Religion Teachers, Postsecondary",Critical Thinking,858,4
Physical Therapists,Critical Thinking,858,4
"Physics Teachers, Postsecondary",Critical Thinking,858,4
Podiatrists,Critical Thinking,858,4
Police Detectives,Critical Thinking,858,4
"Political Science Teachers, Postsecondary",Critical Thinking,858,4
Postmasters and Mail Superintendents,Critical Thinking,858,4
Probation Officers and Correctional Treatment Specialists,Critical Thinking,858,4
Product Safety Engineers,Critical Thinking,858,4
"Psychology Teachers, Postsecondary",Critical Thinking,858,4
Robotics Engineers,Critical Thinking,858,4
"Sales Agents, Financial Services",Critical Thinking,858,4
"Sales Agents, Securities and Commodities",Critical Thinking,858,4
Sales Engineers,Critical Thinking,858,4
School Psychologists,Critical Thinking,858,4
Security Managers,Critical Thinking,858,4
Sheriffs and Deputy Sheriffs,Critical Thinking,858,4
Social and Community Service Managers,Critical Thinking,858,4
"Social Work Teachers, Postsecondary",Critical Thinking,858,4
Sociologists,Critical Thinking,858,4
Software Quality Assurance Engineers and Testers,Critical Thinking,858,4
Soil and Plant Scientists,Critical Thinking,858,4
Statisticians,Critical Thinking,858,4
Substance Abuse and Behavioral Disorder Counselors,Critical Thinking,858,4
Water/Wastewater Engineers,Critical Thinking,858,4
Web Administrators,Critical Thinking,858,4
Wind Energy Engineers,Critical Thinking,858,4
Aerospace Engineering and Operations Technicians,Critical Thinking,858,3.88
"Agents and Business Managers of Artists, Performers, and Athletes",Critical Thinking,858,3.88
"Agricultural Sciences Teachers, Postsecondary",Critical Thinking,858,3.88
Aircraft Mechanics and Service Technicians,Critical Thinking,858,3.88
Animal Scientists,Critical Thinking,858,3.88
"Appraisers, Real Estate",Critical Thinking,858,3.88
Aquacultural Managers,Critical Thinking,858,3.88
Art Therapists,Critical Thinking,858,3.88
Assessors,Critical Thinking,858,3.88
"Biological Science Teachers, Postsecondary",Critical Thinking,858,3.88
"Business Teachers, Postsecondary",Critical Thinking,858,3.88
"Buyers and Purchasing Agents, Farm Products",Critical Thinking,858,3.88
"Career/Technical Education Teachers, Middle School",Critical Thinking,858,3.88
Chemical Technicians,Critical Thinking,858,3.88
Chiropractors,Critical Thinking,858,3.88
Clinical Data Managers,Critical Thinking,858,3.88
Commercial and Industrial Designers,Critical Thinking,858,3.88
Commercial Divers,Critical Thinking,858,3.88
Compensation and Benefits Managers,Critical Thinking,858,3.88
"Compensation, Benefits, and Job Analysis Specialists",Critical Thinking,858,3.88
"Computer Science Teachers, Postsecondary",Critical Thinking,858,3.88
Construction Managers,Critical Thinking,858,3.88
Cytotechnologists,Critical Thinking,858,3.88
Database Architects,Critical Thinking,858,3.88
Desktop Publishers,Critical Thinking,858,3.88
Distance Learning Coordinators,Critical Thinking,858,3.88
"Economics Teachers, Postsecondary",Critical Thinking,858,3.88
"Education Administrators, Preschool and Childcare Center/Program",Critical Thinking,858,3.88
"Education Teachers, Postsecondary",Critical Thinking,858,3.88
Electrical Engineers,Critical Thinking,858,3.88
Environmental Economists,Critical Thinking,858,3.88
Environmental Engineering Technicians,Critical Thinking,858,3.88
Financial Analysts,Critical Thinking,858,3.88
First-Line Supervisors of Aquacultural Workers,Critical Thinking,858,3.88
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Critical Thinking,858,3.88
"First-Line Supervisors of Mechanics, Installers, and Repairers",Critical Thinking,858,3.88
First-Line Supervisors of Non-Retail Sales Workers,Critical Thinking,858,3.88
First-Line Supervisors of Office and Administrative Support Workers,Critical Thinking,858,3.88
First-Line Supervisors of Personal Service Workers,Critical Thinking,858,3.88
First-Line Supervisors of Production and Operating Workers,Critical Thinking,858,3.88
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Critical Thinking,858,3.88
Fish and Game Wardens,Critical Thinking,858,3.88
Fitness and Wellness Coordinators,Critical Thinking,858,3.88
Food Service Managers,Critical Thinking,858,3.88
"Foreign Language and Literature Teachers, Postsecondary",Critical Thinking,858,3.88
Forensic Science Technicians,Critical Thinking,858,3.88
Foresters,Critical Thinking,858,3.88
"Forestry and Conservation Science Teachers, Postsecondary",Critical Thinking,858,3.88
Fundraisers,Critical Thinking,858,3.88
General and Operations Managers,Critical Thinking,858,3.88
Genetic Counselors,Critical Thinking,858,3.88
Geodetic Surveyors,Critical Thinking,858,3.88
Geographers,Critical Thinking,858,3.88
"Home Economics Teachers, Postsecondary",Critical Thinking,858,3.88
Human Resources Managers,Critical Thinking,858,3.88
Industrial Engineering Technicians,Critical Thinking,858,3.88
Information Security Analysts,Critical Thinking,858,3.88
Instructional Designers and Technologists,Critical Thinking,858,3.88
Labor Relations Specialists,Critical Thinking,858,3.88
Licensed Practical and Licensed Vocational Nurses,Critical Thinking,858,3.88
Logistics Managers,Critical Thinking,858,3.88
Marine Architects,Critical Thinking,858,3.88
Marketing Managers,Critical Thinking,858,3.88
Mechanical Engineers,Critical Thinking,858,3.88
"Meeting, Convention, and Event Planners",Critical Thinking,858,3.88
Mental Health and Substance Abuse Social Workers,Critical Thinking,858,3.88
Mental Health Counselors,Critical Thinking,858,3.88
Music Therapists,Critical Thinking,858,3.88
Natural Sciences Managers,Critical Thinking,858,3.88
Neurodiagnostic Technologists,Critical Thinking,858,3.88
Nuclear Medicine Technologists,Critical Thinking,858,3.88
Nuclear Monitoring Technicians,Critical Thinking,858,3.88
Nuclear Power Reactor Operators,Critical Thinking,858,3.88
Orthotists and Prosthetists,Critical Thinking,858,3.88
Park Naturalists,Critical Thinking,858,3.88
Petroleum Engineers,Critical Thinking,858,3.88
Pharmacists,Critical Thinking,858,3.88
"Pilots, Ship",Critical Thinking,858,3.88
Power Plant Operators,Critical Thinking,858,3.88
Private Detectives and Investigators,Critical Thinking,858,3.88
Producers,Critical Thinking,858,3.88
Prosthodontists,Critical Thinking,858,3.88
Public Relations Specialists,Critical Thinking,858,3.88
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Critical Thinking,858,3.88
Purchasing Managers,Critical Thinking,858,3.88
Radio Frequency Identification Device Specialists,Critical Thinking,858,3.88
Range Managers,Critical Thinking,858,3.88
Real Estate Brokers,Critical Thinking,858,3.88
Registered Nurses,Critical Thinking,858,3.88
Regulatory Affairs Managers,Critical Thinking,858,3.88
Regulatory Affairs Specialists,Critical Thinking,858,3.88
Remote Sensing Scientists and Technologists,Critical Thinking,858,3.88
Residential Advisors,Critical Thinking,858,3.88
Respiratory Therapists,Critical Thinking,858,3.88
Risk Management Specialists,Critical Thinking,858,3.88
Sales Managers,Critical Thinking,858,3.88
Security Management Specialists,Critical Thinking,858,3.88
Set and Exhibit Designers,Critical Thinking,858,3.88
Ship and Boat Captains,Critical Thinking,858,3.88
Ship Engineers,Critical Thinking,858,3.88
Spa Managers,Critical Thinking,858,3.88
"Special Education Teachers, Kindergarten and Elementary School",Critical Thinking,858,3.88
Speech-Language Pathologists,Critical Thinking,858,3.88
Survey Researchers,Critical Thinking,858,3.88
"Tax Examiners and Collectors, and Revenue Agents",Critical Thinking,858,3.88
Training and Development Managers,Critical Thinking,858,3.88
Training and Development Specialists,Critical Thinking,858,3.88
Transportation Engineers,Critical Thinking,858,3.88
Transportation Managers,Critical Thinking,858,3.88
Transportation Planners,Critical Thinking,858,3.88
Urban and Regional Planners,Critical Thinking,858,3.88
Veterinarians,Critical Thinking,858,3.88
Zoologists and Wildlife Biologists,Critical Thinking,858,3.88
Acupuncturists,Critical Thinking,858,3.75
Advertising and Promotions Managers,Critical Thinking,858,3.75
Airfield Operations Specialists,Critical Thinking,858,3.75
Art Directors,Critical Thinking,858,3.75
"Art, Drama, and Music Teachers, Postsecondary",Critical Thinking,858,3.75
Auditors,Critical Thinking,858,3.75
Avionics Technicians,Critical Thinking,858,3.75
Biochemical Engineers,Critical Thinking,858,3.75
Budget Analysts,Critical Thinking,858,3.75
Cardiovascular Technologists and Technicians,Critical Thinking,858,3.75
"Claims Examiners, Property and Casualty Insurance",Critical Thinking,858,3.75
Clergy,Critical Thinking,858,3.75
Climate Change Analysts,Critical Thinking,858,3.75
Clinical Research Coordinators,Critical Thinking,858,3.75
